feature,value_0,value_1,value_2,value_3,value_4
Прекращение работы по болезни_*_Национальность_Другие национальности,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_+_Национальность_Другие национальности,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_-_Национальность_Другие национальности,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_/_Национальность_Другие национальности,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_*_Национальность_Казахи,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_+_Национальность_Казахи,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_-_Национальность_Казахи,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_/_Национальность_Казахи,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_*_Национальность_Немцы,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_+_Национальность_Немцы,0.0,0.0,0.07582033995929899,0.0,0.0
Прекращение работы по болезни_-_Национальность_Немцы,0.0,0.0,0.0,0.0,0.09540547975615322
Прекращение работы по болезни_/_Национальность_Немцы,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_*_Национальность_Русские,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_+_Национальность_Русские,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_-_Национальность_Русские,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_/_Национальность_Русские,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_*_Национальность_Татары,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_+_Национальность_Татары,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_-_Национальность_Татары,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_/_Национальность_Татары,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_*_Национальность_Украинцы,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_+_Национальность_Украинцы,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_-_Национальность_Украинцы,0.0009813178962869648,0.0,0.0,0.07378572475457366,0.0
Прекращение работы по болезни_/_Национальность_Украинцы,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_*_Национальность_Чуваши,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_+_Национальность_Чуваши,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_-_Национальность_Чуваши,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_/_Национальность_Чуваши,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_*_Религия_Атеист / агностик,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_+_Религия_Атеист / агностик,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_-_Религия_Атеист / агностик,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_/_Религия_Атеист / агностик,0.0,0.0,0.057047977872892466,0.0,0.0
Прекращение работы по болезни_*_Религия_Ислам,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_+_Религия_Ислам,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_-_Религия_Ислам,0.008045283008274725,0.0,0.0,0.0,0.0
Прекращение работы по болезни_/_Религия_Ислам,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_*_Религия_Нет,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_+_Религия_Нет,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_-_Религия_Нет,0.0066679891015132674,0.0,0.0,0.0,0.0
Прекращение работы по болезни_/_Религия_Нет,0.005859497315021703,0.0,0.0,0.0,0.0
Прекращение работы по болезни_*_Религия_Христианство,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_+_Религия_Христианство,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_-_Религия_Христианство,0.004501111948513865,0.0,0.0,0.0,0.0
Прекращение работы по болезни_/_Религия_Христианство,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_*_Образование_2 - начальная школа,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_+_Образование_2 - начальная школа,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_-_Образование_2 - начальная школа,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_/_Образование_2 - начальная школа,0.0,0.0,0.0,0.03109341286772634,0.0
Прекращение работы по болезни_*_Образование_3 - средняя школа / закон.среднее / выше среднего,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_+_Образование_3 - средняя школа / закон.среднее / выше среднего,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_-_Образование_3 - средняя школа / закон.среднее / выше среднего,0.0,0.0,0.0,0.09370459422147473,0.0
Прекращение работы по болезни_/_Образование_3 - средняя школа / закон.среднее / выше среднего,0.0,0.0,0.054995480489428275,0.0,0.0
Прекращение работы по болезни_*_Образование_4 - профессиональное училище,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_+_Образование_4 - профессиональное училище,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_-_Образование_4 - профессиональное училище,0.0,0.0,0.014630691336563533,0.0,0.0
Прекращение работы по болезни_/_Образование_4 - профессиональное училище,0.07448361283622744,0.0,0.0,0.0,0.0
Прекращение работы по болезни_*_Образование_5 - ВУЗ,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_+_Образование_5 - ВУЗ,0.13911572410291728,0.0,0.0,0.0,0.012662575796745646
Прекращение работы по болезни_-_Образование_5 - ВУЗ,0.0,0.0,0.24258266858722996,0.0,0.0
Прекращение работы по болезни_/_Образование_5 - ВУЗ,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_*_Профессия_ведение домашнего хозяйства,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_+_Профессия_ведение домашнего хозяйства,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_-_Профессия_ведение домашнего хозяйства,0.0,0.0,0.11907665513833401,0.0,0.0
Прекращение работы по болезни_/_Профессия_ведение домашнего хозяйства,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_*_Профессия_вооруженные силы,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_+_Профессия_вооруженные силы,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_-_Профессия_вооруженные силы,4.5124720765099315e-05,0.0,0.0,0.0,0.0
Прекращение работы по болезни_/_Профессия_вооруженные силы,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_*_Профессия_дипломированные специалисты,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_+_Профессия_дипломированные специалисты,0.024016468673564856,0.0,0.06825628930076946,0.0,0.0
Прекращение работы по болезни_-_Профессия_дипломированные специалисты,0.057573703846464534,0.0,0.0,0.0,0.0
Прекращение работы по болезни_/_Профессия_дипломированные специалисты,0.0,0.5138215540499339,0.0,0.0,0.0
Прекращение работы по болезни_*_Профессия_квалифицированные работники сельского хозяйства и рыболовного,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_+_Профессия_квалифицированные работники сельского хозяйства и рыболовного,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_-_Профессия_квалифицированные работники сельского хозяйства и рыболовного,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_/_Профессия_квалифицированные работники сельского хозяйства и рыболовного,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_*_Профессия_низкоквалифицированные работники,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_+_Профессия_низкоквалифицированные работники,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_-_Профессия_низкоквалифицированные работники,0.008092817006799497,0.0,0.03279907180359966,0.08969304824524746,0.0
Прекращение работы по болезни_/_Профессия_низкоквалифицированные работники,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_*_Профессия_операторы и монтажники установок и машинного оборудования,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_+_Профессия_операторы и монтажники установок и машинного оборудования,0.0,0.0,0.0,0.0,0.1027349549073003
Прекращение работы по болезни_-_Профессия_операторы и монтажники установок и машинного оборудования,0.02999834979090843,0.05475233440421147,0.0,0.0,0.16118737268915256
Прекращение работы по болезни_/_Профессия_операторы и монтажники установок и машинного оборудования,0.014092114865282676,0.0,0.0,0.0,0.0
"Прекращение работы по болезни_*_Профессия_представители   законодат.   органов   власти,  высокопостав. долж.лица и менеджеры",0.0,0.0,0.0,0.0,0.0
"Прекращение работы по болезни_+_Профессия_представители   законодат.   органов   власти,  высокопостав. долж.лица и менеджеры",0.0,0.0,0.0,0.0,0.0
"Прекращение работы по болезни_-_Профессия_представители   законодат.   органов   власти,  высокопостав. долж.лица и менеджеры",0.0,0.0,0.0,0.0,0.0
"Прекращение работы по болезни_/_Профессия_представители   законодат.   органов   власти,  высокопостав. долж.лица и менеджеры",0.013328172139627913,0.0,0.0,0.0,0.0
"Прекращение работы по болезни_*_Профессия_работники,  занятые в сфере обслуживания, торговые работники магазинов и рынков",0.0,0.0,0.0,0.0,0.0
"Прекращение работы по болезни_+_Профессия_работники,  занятые в сфере обслуживания, торговые работники магазинов и рынков",0.0,0.0,0.0,0.0,0.0
"Прекращение работы по болезни_-_Профессия_работники,  занятые в сфере обслуживания, торговые работники магазинов и рынков",0.017382753983944906,0.0,0.0,0.0,0.0
"Прекращение работы по болезни_/_Профессия_работники,  занятые в сфере обслуживания, торговые работники магазинов и рынков",0.02969739222427203,0.0,0.0,0.0,0.0
Прекращение работы по болезни_*_Профессия_ремесленники и представители других отраслей промышленности,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_+_Профессия_ремесленники и представители других отраслей промышленности,0.012588482416392485,0.0,0.0,0.0981430481661862,0.0
Прекращение работы по болезни_-_Профессия_ремесленники и представители других отраслей промышленности,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_/_Профессия_ремесленники и представители других отраслей промышленности,0.03447869521885668,0.0,0.0,0.0,0.0
Прекращение работы по болезни_*_Профессия_служащие,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_+_Профессия_служащие,0.0,0.0,0.06560494895688945,0.0,0.0
Прекращение работы по болезни_-_Профессия_служащие,0.009158566674963748,0.0,0.0,0.0,0.0
Прекращение работы по болезни_/_Профессия_служащие,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_*_Профессия_техники и младшие специалисты,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_+_Профессия_техники и младшие специалисты,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_-_Профессия_техники и младшие специалисты,0.0038566832000492364,0.0,0.0,0.0,0.0
Прекращение работы по болезни_/_Профессия_техники и младшие специалисты,0.008757520176152568,0.0,0.0,0.0,0.0
Прекращение работы по болезни_*_Статус Курения_Бросил(а),0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_+_Статус Курения_Бросил(а),0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_-_Статус Курения_Бросил(а),0.0,0.0,0.0,0.0,0.2114446987284632
Прекращение работы по болезни_/_Статус Курения_Бросил(а),0.034709258304383026,0.0,0.0,0.0,0.0
Прекращение работы по болезни_*_Статус Курения_Курит,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_+_Статус Курения_Курит,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_-_Статус Курения_Курит,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_/_Статус Курения_Курит,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_*_Статус Курения_Никогда не курил(а),0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_+_Статус Курения_Никогда не курил(а),0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_-_Статус Курения_Никогда не курил(а),0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_/_Статус Курения_Никогда не курил(а),0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_*_Частота пасс кур_1-2 раза в неделю,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_+_Частота пасс кур_1-2 раза в неделю,0.0019754356988109967,0.0,0.0,0.0,0.0
Прекращение работы по болезни_-_Частота пасс кур_1-2 раза в неделю,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_/_Частота пасс кур_1-2 раза в неделю,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_*_Частота пасс кур_2-3 раза в день,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_+_Частота пасс кур_2-3 раза в день,0.017252864169594807,0.0,0.0,0.0,0.0
Прекращение работы по болезни_-_Частота пасс кур_2-3 раза в день,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_/_Частота пасс кур_2-3 раза в день,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_*_Частота пасс кур_3-6 раз в неделю,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_+_Частота пасс кур_3-6 раз в неделю,0.0,0.0,0.0,0.0,0.05567507422342994
Прекращение работы по болезни_-_Частота пасс кур_3-6 раз в неделю,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_/_Частота пасс кур_3-6 раз в неделю,0.0,0.0,0.0,0.0843380000207347,0.0
Прекращение работы по болезни_*_Частота пасс кур_4 и более раз в день,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_+_Частота пасс кур_4 и более раз в день,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_-_Частота пасс кур_4 и более раз в день,0.0,0.04866969455855308,0.0,0.0,0.0
Прекращение работы по болезни_/_Частота пасс кур_4 и более раз в день,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_*_Частота пасс кур_не менее 1 раза в день,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_+_Частота пасс кур_не менее 1 раза в день,0.03768240869621514,0.0,0.0,0.0,0.0
Прекращение работы по болезни_-_Частота пасс кур_не менее 1 раза в день,0.03056823943585412,0.28929353154468623,0.0,0.0,0.0
Прекращение работы по болезни_/_Частота пасс кур_не менее 1 раза в день,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_*_Алкоголь_никогда не употреблял,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_+_Алкоголь_никогда не употреблял,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_-_Алкоголь_никогда не употреблял,0.03762392269486553,0.0,0.0,0.0,0.0
Прекращение работы по болезни_/_Алкоголь_никогда не употреблял,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_*_Алкоголь_ранее употреблял,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_+_Алкоголь_ранее употреблял,0.0596166114147102,0.0,0.0,0.0,0.0
Прекращение работы по болезни_-_Алкоголь_ранее употреблял,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_/_Алкоголь_ранее употреблял,0.0,0.0,0.0861964692259875,0.0,0.0
Прекращение работы по болезни_*_Алкоголь_употребляю в настоящее время,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_+_Алкоголь_употребляю в настоящее время,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_-_Алкоголь_употребляю в настоящее время,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_/_Алкоголь_употребляю в настоящее время,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_*_hour_Время засыпания,0.0,0.0,0.0,0.09289708255551919,0.0
Прекращение работы по болезни_+_hour_Время засыпания,0.0,0.0,0.0,0.04194665382048795,0.0
Прекращение работы по болезни_-_hour_Время засыпания,0.0,0.062064184929756995,0.0,0.0,0.0
Прекращение работы по болезни_/_hour_Время засыпания,0.020067602093872944,0.0,0.0,0.0,0.0
Прекращение работы по болезни_*_hour_Время пробуждения,0.0018440005345767194,0.0,0.0,0.0,0.0
Прекращение работы по болезни_+_hour_Время пробуждения,0.0650597250571535,0.0,0.0,0.0,0.0
Прекращение работы по болезни_-_hour_Время пробуждения,0.0,0.0,0.0,0.0,0.0
Прекращение работы по болезни_/_hour_Время пробуждения,0.006561858637697714,0.0,0.0,0.0,0.0
Сахарный диабет_*_Гепатит,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_+_Гепатит,0.0,0.0,0.0,0.1563647633104467,0.0
Сахарный диабет_-_Гепатит,0.02302692916875908,0.0,0.0,0.0,0.0
Сахарный диабет_/_Гепатит,0.0,0.0,0.12495135766037781,0.0,0.0
Сахарный диабет_*_Онкология,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_+_Онкология,0.010111984310026795,0.0,0.0,0.22963552086260003,0.0
Сахарный диабет_-_Онкология,0.07246230823385422,0.0,0.026051372757822586,0.0,0.0
Сахарный диабет_/_Онкология,0.02510596090681404,0.0,0.0,0.0,0.0
Сахарный диабет_*_Хроническое заболевание легких,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_+_Хроническое заболевание легких,0.11940911800688814,0.0,0.0,0.018391289744445347,0.0
Сахарный диабет_-_Хроническое заболевание легких,0.03451928015741969,0.0,0.0,0.0,0.0
Сахарный диабет_/_Хроническое заболевание легких,0.056521517123582284,0.0,0.0,0.0,0.06311212993917122
Сахарный диабет_*_Бронжиальная астма,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_+_Бронжиальная астма,0.0,0.16053755606656125,0.0,0.0,0.0
Сахарный диабет_-_Бронжиальная астма,0.019670667245232636,0.0,0.0,0.0,0.0
Сахарный диабет_/_Бронжиальная астма,0.019919063358434,0.0,0.0,0.0,0.0
Сахарный диабет_*_Туберкулез легких ,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_+_Туберкулез легких ,0.033241941145089514,0.0,0.0,0.0,0.0
Сахарный диабет_-_Туберкулез легких ,0.015273122621676072,0.0,0.0,0.0,0.0
Сахарный диабет_/_Туберкулез легких ,0.037669108343650434,0.0,0.0,0.0,0.0
Сахарный диабет_*_ВИЧ/СПИД,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_+_ВИЧ/СПИД,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_-_ВИЧ/СПИД,0.04151029002568667,0.0,0.0,0.0,0.0
Сахарный диабет_/_ВИЧ/СПИД,0.04917126697808901,0.0,0.1411090088674983,0.0,0.0
Сахарный диабет_*_Регулярный прим лекарственных средств,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_+_Регулярный прим лекарственных средств,0.686054593335472,0.0,0.0,0.0,0.23600664090863108
Сахарный диабет_-_Регулярный прим лекарственных средств,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_/_Регулярный прим лекарственных средств,0.7433667219622733,0.0,0.0,0.20347029561406113,0.0
Сахарный диабет_*_Травмы за год,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_+_Травмы за год,0.0,0.0,0.0,0.06640195959344092,0.0
Сахарный диабет_-_Травмы за год,0.0,0.0,0.0,0.14065549082464968,0.0
Сахарный диабет_/_Травмы за год,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_*_Переломы,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_+_Переломы,0.0,0.0,0.0,0.17035936804297305,0.0
Сахарный диабет_-_Переломы,0.03431373304330094,0.0,0.0,0.0,0.0
Сахарный диабет_/_Переломы,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_*_Возраст курения,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_+_Возраст курения,0.007663865433156999,0.0,0.0,0.0,0.0
Сахарный диабет_-_Возраст курения,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_/_Возраст курения,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_*_Сигарет в день,0.0,0.0,0.041745414309611886,0.0,0.08796012129711607
Сахарный диабет_+_Сигарет в день,0.0645465417723408,0.0,0.0,0.0,0.0
Сахарный диабет_-_Сигарет в день,0.004816132672972235,0.0,0.0,0.0,0.0
Сахарный диабет_/_Сигарет в день,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_*_Пассивное курение,0.0,0.0,0.07042625942408827,0.0,0.0
Сахарный диабет_+_Пассивное курение,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_-_Пассивное курение,0.0585460842125705,0.0,0.0,0.0,0.0
Сахарный диабет_/_Пассивное курение,0.029186582380121253,0.0,0.0,0.0,0.0
Сахарный диабет_*_Возраст алког,0.0034781925042119363,0.0,0.0,0.0,0.0
Сахарный диабет_+_Возраст алког,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_-_Возраст алког,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_/_Возраст алког,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_*_Сон после обеда,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_+_Сон после обеда,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_-_Сон после обеда,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_/_Сон после обеда,0.0,0.0,0.0,0.0,0.0
"Сахарный диабет_*_Спорт, клубы",0.0,0.0,0.0,0.0,0.0
"Сахарный диабет_+_Спорт, клубы",0.03766372528518021,0.0,0.0,0.0,0.0
"Сахарный диабет_-_Спорт, клубы",0.04101280447135107,0.0,0.0,0.0,0.0
"Сахарный диабет_/_Спорт, клубы",0.031094282930160935,0.0,0.0,0.0,0.0
"Сахарный диабет_*_Религия, клубы",0.0,0.0,0.0,0.0,0.0
"Сахарный диабет_+_Религия, клубы",0.03550347690961991,0.0,0.1289029054025307,0.0,0.2947115645480991
"Сахарный диабет_-_Религия, клубы",0.034391633356924856,0.0,0.14845655032299399,0.150111647868504,0.0
"Сахарный диабет_/_Религия, клубы",0.00651637597065995,0.0,0.0,0.0,0.0
Сахарный диабет_*_Пол_Ж,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_+_Пол_Ж,0.042305795005207786,0.0,0.0,0.0,0.0
Сахарный диабет_-_Пол_Ж,0.0,0.0,0.014291057512518726,0.0,0.0
Сахарный диабет_/_Пол_Ж,0.0,0.5779013409336412,0.0,0.0,0.18567799937100263
Сахарный диабет_*_Пол_М,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_+_Пол_М,0.007390832997698737,0.3981083373166014,0.0,0.0,0.0
Сахарный диабет_-_Пол_М,0.0,0.0,0.19755933426968336,0.0,0.0
Сахарный диабет_/_Пол_М,0.013505865703381246,0.0,0.0,0.0,0.0
Сахарный диабет_*_Семья_в браке в настоящее время,0.014104792849023995,0.0,0.0,0.0,0.0
Сахарный диабет_+_Семья_в браке в настоящее время,0.05949977810654376,0.0,0.0,0.0,0.0
Сахарный диабет_-_Семья_в браке в настоящее время,0.0,0.0,0.0,0.0018608445112811526,0.0
Сахарный диабет_/_Семья_в браке в настоящее время,0.014000446229704965,0.0,0.0,0.0,0.0
Сахарный диабет_*_Семья_в разводе,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_+_Семья_в разводе,0.0,0.0,0.0,0.19247494576169158,0.0
Сахарный диабет_-_Семья_в разводе,0.0,0.0,0.0,0.0,0.07842945844126373
Сахарный диабет_/_Семья_в разводе,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_*_Семья_вдовец / вдова,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_+_Семья_вдовец / вдова,0.042791788188131,0.0,0.0,0.0,0.0
Сахарный диабет_-_Семья_вдовец / вдова,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_/_Семья_вдовец / вдова,0.06248811482020631,0.0,0.0,0.0,0.0
Сахарный диабет_*_Семья_гражданский брак / проживание с партнером,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_+_Семья_гражданский брак / проживание с партнером,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_-_Семья_гражданский брак / проживание с партнером,0.16630945751534973,0.0,0.0,0.007010445604419131,0.0
Сахарный диабет_/_Семья_гражданский брак / проживание с партнером,0.026616691984075583,0.0,0.0,0.0,0.0
Сахарный диабет_*_Семья_никогда не был(а) в браке,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_+_Семья_никогда не был(а) в браке,0.012042014501678733,0.0,0.0,0.0,0.0
Сахарный диабет_-_Семья_никогда не был(а) в браке,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_/_Семья_никогда не был(а) в браке,0.018755485855943686,0.0,0.0,0.0,0.0
Сахарный диабет_*_Семья_раздельное проживание (официально не разведены),0.0,0.0,0.0,0.0,0.0
Сахарный диабет_+_Семья_раздельное проживание (официально не разведены),0.02337461165118132,0.0,0.0,0.0,0.0
Сахарный диабет_-_Семья_раздельное проживание (официально не разведены),0.0,0.0,0.0,0.0,0.0
Сахарный диабет_/_Семья_раздельное проживание (официально не разведены),0.0,0.0,0.0,0.0,0.0
"Сахарный диабет_*_Этнос_другая азиатская (Корея, Малайзия, Таиланд, Вьетнам, Казахстан, Киргизия, Туркмения, Узбекистан, Таджикистан)",0.0,0.0,0.0,0.0,0.0
"Сахарный диабет_+_Этнос_другая азиатская (Корея, Малайзия, Таиланд, Вьетнам, Казахстан, Киргизия, Туркмения, Узбекистан, Таджикистан)",0.028053489323231946,0.0,0.0,0.0,0.0
"Сахарный диабет_-_Этнос_другая азиатская (Корея, Малайзия, Таиланд, Вьетнам, Казахстан, Киргизия, Туркмения, Узбекистан, Таджикистан)",0.0,0.0,0.0,0.0,0.0
"Сахарный диабет_/_Этнос_другая азиатская (Корея, Малайзия, Таиланд, Вьетнам, Казахстан, Киргизия, Туркмения, Узбекистан, Таджикистан)",0.0,0.0,0.0,0.0,0.0
Сахарный диабет_*_Этнос_европейская,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_+_Этнос_европейская,0.0,0.13671643053261154,0.0,0.0,0.0
Сахарный диабет_-_Этнос_европейская,0.0037109722383667928,0.0,0.0,0.0,0.0
Сахарный диабет_/_Этнос_европейская,0.013020047356123889,0.0,0.0,0.0,0.0
"Сахарный диабет_*_Этнос_прочее (любая иная этно-расовая группа, не представленная выше)",0.0,0.0,0.0,0.0,0.0
"Сахарный диабет_+_Этнос_прочее (любая иная этно-расовая группа, не представленная выше)",0.0,0.0,0.0,0.0,0.0
"Сахарный диабет_-_Этнос_прочее (любая иная этно-расовая группа, не представленная выше)",0.0,0.0,0.0,0.0,0.0
"Сахарный диабет_/_Этнос_прочее (любая иная этно-расовая группа, не представленная выше)",0.06085931094094174,0.0,0.0,0.0,0.0
Сахарный диабет_*_Национальность_Армяне,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_+_Национальность_Армяне,0.030537568620965072,0.0,0.0,0.0,0.0
Сахарный диабет_-_Национальность_Армяне,5.8406355430089064e-05,0.0,0.0,0.0,0.0
Сахарный диабет_/_Национальность_Армяне,0.13947702165047532,0.0,0.0,0.0,0.0
Сахарный диабет_*_Национальность_Белорусы,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_+_Национальность_Белорусы,0.0,0.11647825172070134,0.07244543409333706,0.0,0.0
Сахарный диабет_-_Национальность_Белорусы,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_/_Национальность_Белорусы,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_*_Национальность_Другие национальности,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_+_Национальность_Другие национальности,0.0,0.0,0.0,0.061926060946093105,0.0
Сахарный диабет_-_Национальность_Другие национальности,0.0,0.0,0.07698672517856653,0.0,0.0
Сахарный диабет_/_Национальность_Другие национальности,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_*_Национальность_Казахи,0.0,0.0,0.0,0.0,0.0
Сахарный диабет_+_Национальность_Казахи,0.025648555482693836,0.0,0.0,0.004071775889381057,0.0
Сахарный диабет_-_Национальность_Казахи,0.05682324473503272,0.0,0.0,0.0,0.0
